title,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,description,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
문경 철로자전거(가은역),관광지,경상북도 문경시 가은읍 대야로 2445,,36.64931827,128.0607306,1,관리사무소+화장실(동)+주차장(개소),,,,,,2014.2.26,132,30,석탄박물관에서 가까운 가은역에서 출발해 구랑리역까지 갔다가 돌아오는 코스,054-553-8300,문경관광진흥공단,2021.3.10,5120000,경상북도 문경시
문경 오미자테마터널,관광지,,경상북도 문경시 마성면 신현리 103-1,36.65989315,128.1286031,1,관리사무소+화장실(동)+주차장(개소),,,,,,2017.6.21,3000,300,"경북 8경 중 제1경으로 꼽히는 진남교반 고모산성 아래에 있는 오미자테마터널, 과거에 석탄을 실어나르던 문경선 내 석현터널을 개발함",054-554-5212,㈜오미원,2021.3.10,5120000,경상북도 문경시
"고모산성, 토끼비리",관광지,,경상북도 문경시 마성면 신현리 산30-1,36.661492,128.1269726,1,관리사무소+화장실(동)+주차장(개소),,,,,,2007.12.17,1000,80,삼국시대의 성곽. 문경시 마성면 신현리 고모산(姑母山)에 있는 포곡식 산성,054-550-6408,문경시청 문화예술과,2021.3.10,5120000,경상북도 문경시
문경짚라인,관광지,경상북도 문경시 불정길 174,,36.62285644,128.1367824,1,관리사무소+화장실(동)+주차장(개소),,,,,,2009.2.17,600,60,"불정 자연휴양림 내에 위치한 짚라인, 난이도 및 코스길이가 다른 9개의 코스로 운영",054-553-1788,짚라인문경,2021.3.10,5120000,경상북도 문경시
문경 종합온천,관광지,경상북도 문경시 문경읍 온천2길 24,,36.72937376,128.1089547,1,관리사무소+화장실(동)+주차장(개소),,,,,,2001.3.24,2500,1000,중탄산 온천수 및 알칼리성 온천수 등 신진대사를 촉진하는 2가지 온천수가 있음,054-571-2002,문경종합온천,2021.3.10,5120000,경상북도 문경시
문경 활공랜드,관광지,,경상북도 문경시 문경읍 고요리 436-2,36.7362239,128.1517095,1,관리사무소+화장실(동)+주차장(개소),,,,,,2011.5.1,35,30,문경읍(문경온천)에서 동쪽방향으로 4km쯤 떨어진 고요리 단산에 위치하며 이륙장 2개소와 착륙장 3개소를 갖추고 있음,054-571-4675,㈜문경활공랜드,2021.3.10,5120000,경상북도 문경시
불정자연휴양림,관광지,경상북도 문경시 불정길 180,,36.62128207,128.1365074,1,관리사무소+화장실(동)+주차장(개소),,,,,,1997.12.10,188,50,"불정동 마을 안쪽에 위치한 나트막한 봉우리인 수정봉 (해발 487m, 약수산)과 조봉 사이에 자리잡고 있으며 연중 인기리에 운영 중임",054-552-9443,문경관광진흥공단,2021.3.10,5120000,경상북도 문경시
좌구산휴양랜드,관광지,충청북도 증평군 증평읍 솟점말길 107,충청북도 증평군 증평읍 율리 산 61-1,36.70556821,127.6511216,730000,관리사무소+화장실+주차장,좌구산 휴양림+율리휴양촌+오토캠핑장,좌구산줄타기+사계절썰매장+MTB코스+가상증강현실 종합전시체험장+숲속모험시설,명상구름다리+좌구산 숲명상의 집+삼기생태공원+별천지공원,,,2005.10.1,5000,230,"증평의 명산 좌구산에 조성된 휴양랜드로서, 휴양림, 캠핑, 명상구름다리, 명상의 집, 줄타기체험, 사계절썰매장 등 다양한 체험시설과 아름다운 풍경을 한눈에 담을 수 있음",043-835-4553,충청북도 증평군청 휴양공원사업소,2022.8.19,5570000,충청북도 증평군
좌구산 천문대,관광지,충청북도 증평군 증평읍 솟점말길 107,충청북도 증평군 증평읍 율리 산 61-1,36.70556821,127.6511216,892,관리사무소+화장실+주차장,좌구산 휴양림+율리휴양촌+오토캠핑장,천체관측+천체투영실+VR체험관,,,,2013.9.4,500,24,356mm 굴절망원경을 갖추어 천체의 생생한 모습과 좌구산의 맑고 깨끗한 밤하늘을 관찰할 수 있음,043-835-4573,충청북도 증평군청 휴양공원사업소,2022.8.19,5570000,충청북도 증평군
증평민속체험박물관,관광지,충청북도 증평군 증평읍 둔덕길 89,충청북도 증평군 증평읍 남하리 91,36.7638886,127.5955694,21980,관리사무소+화장실+주차장,,야외민속놀이마당+어린이체험전시+민속품체험+한옥체험+농경체험+공예체험+대장간체험+,두레관+한옥체험관+향토자료전시관+한옥체험장+공예체험장,,,2010.6.12,500,50,"증평의 역사와 농경문화를 엿볼 수 있는 전통문화체험요소와 다양한 전시관이 있으며, 장뜰두레놀이 등 들노래축제가 개최됨",043-835-4153,충청북도 증평군청 문화체육과,2022.8.19,5570000,충청북도 증평군
보강천 미루나무숲,관광지,충청북도 증평군 증평읍 인삼로 23,충청북도 증평군 증평읍 송산리 667,36.7873273,127.5728127,20000,관리사무소+화장실+주차장,,어린이 놀이체험기구+휴식쉼터,보강천생태공원,,,2019.10.21,500,50,"보강천 수변에 위치하고 형형색색 이국풍의 꽃과 풍차, 분수, 놀이터 등 다양한 휴식공간을 갖추며, 산책뿐만 아니라 사진을 찍으며 추억을 쌓기 좋은 곳, 증평인삼골 축제 개최",043-835-4533,충청북도 증평군청 휴양공원사업소,2022.8.19,5570000,충청북도 증평군
증평인삼판매장,관광지,충청북도 증평군 증평읍 중부로 2451,충청북도 증평군 증평읍 송산리 94-1,36.79588146,127.5817602,20242,관리사무소+화장실+주차장,,,,"충북인삼유통센터, 상설판매장",,2005.9.23,500,118,지역 농특산물인 인삼을 판매하는 대표 인삼판매장,043-835-3734,충청북도 증평군청 농정과,2022.8.19,5570000,충청북도 증평군
에듀팜특구관광단지(벨포레리조트),관광단지,충청북도 증평군 도안면 벨포레길 346,충청북도 증평군 증평읍 연촌리 산 58,36.84514868,127.5821182,2622825,관리사무소+화장실+주차장,휴양콘도,골프장+익스트림루지+수상레저+마리나클럽+디노시네마+몬테소리,벨포레목장+국제정원,,,2009.10.2,8328,2776,"충청북도 유일한 관광특구단지, 중부권 최대관광단지로 다양한 액티비티 활동과 휴양시설을 갖춤",1566-0162,㈜블랙스톤에듀팜리조트,2022.8.19,5570000,충청북도 증평군
선바위관광지,관광지,경상북도 영양군 입암면 영양로 883-16,,36.60854407,129.0820141,94913,"화장실, 주차장, 문화관광해설사 대기소",없음,없음,"야외공연장, 분재수석야생화테마파크, 고추홍보전시관 등",없음,없음,2001.3.3,1675,70,절벽과 강을 사이에 두고 바위를 깎아 세운 듯한 선바위를 볼 수 있음,054-680-5375,경상북도 영양군청,2020.12.24,5170000,경상북도 영양군
석정온천관광지,관광지,전라북도 고창군 고창읍 석정2로 173,전라북도 고창군 고창읍 석정리 733,35.43111098,126.7405968,1501011,도로+주차장+공원+광장+화장실,"펜션, 콘도미니엄","골프장, 스파","문화체육센터, 실버휴양촌",-,-,1992.2.24,3000,840,게르마늄 온천을 이용한 온가족이 함께 즐길 수 있는 사계절 휴양 관광지,063-560-2456,고창군,2020.11.30,4780000,전라북도 고창군
고석정,관광지,강원도 철원군 동송읍 태봉로 1825,강원도 철원군 동송읍 장흥리 20-1,38.18542141,127.2874037,793689,"시설물관리사업소, 주차장, 화장실, 매표소, 오수처리장, 도로 및 광장, 임꺽정상, 분수대관광정보센터, 관광안내소",관광호텔,"다목적운동장, 일반유원시설","잔디광장, 정자, 철원관광정보센터, 농업전시관, 팔각정, 생태탐방로","판매점, 종합휴게소",관광안내소,1977.3.17,166200,628,1977년 국민관광지로 지정된 고석정은 한탄강 중류에 위치한 철원구경의 하나로 강 중앙에 10m 높이의 거대한 기암이 우뚝 솟아 있는 것이 특이한 남한대륙의 유일한 현무암 분출지이며 조선조 초기 임꺽정의 활동무대로도 널리 알려져 있어 많은 전설이 전해지고 있다. 이 곳에서 상류로 약 2km 지점에 직탕폭포와 하류 약 2km 지점에 순담이 위치해 있으며 넓은 잔디광장과 유원시설 등이 있어 어느 때나 관광객이 즐겨 찾고 있다. 또한 시설물관리사업소가 있어 안보관광도 함께 할 수 있는 관광의 최적지이다.,033-450-5534,철원군청 관광과,2021.10.21,4300000,강원도 철원군
직탕,관광지,강원도 철원군 갈말읍 직탕길 32,강원도 철원군 갈말읍 상사리 552,38.2069247,127.2690548,94530,"도로, 주차장, 화장실, 산책로, 자전거도로, 오수처리장, 관리사무소",,,,,,2001.2.1,85784,192,"천혜의 자연환경을 자랑하는 한탄강 상류지역으로 강을 횡단하여 떨어지는 수직 낙하 폭이 80m의 절벽으로 이루어진 직탕폭포가 있는 곳으로 맑고 깨끗한 풍부한 수량, 빼어난 주상절리 협곡, 절경을 감상하며 뛰어내리는 태봉대교 번지점프, 자연의 맛이 살아 있는 매운탕이 유명한 곳이다. 한탄강 국가지질공원으로 지정받은 지질명소이기도 하다.",033-450-5534,철원군청 관광과,2021.10.21,4300000,강원도 철원군
오동도,관광지,전라남도 여수시 오동도로 222,전라남도 여수시 수정동 1-2,34.7443435,127.764121,130000,"화장실, 동백열차",,U-Bike,음악분수대,관광안내소,관리사무소,1968.1.1,0,356,동백을 비롯하여 194종의 울창한 의귀수목과 기암절벽이 자연스럽게 조화를 이룬 섬으로 한려해상국립공원에 속해있다. 동백꽃으로 유명한 여수의 대표 관광지이다.,061-659-1819,여수시청,2020.8.31,4810000,전라남도 여수시
진남관,관광지,전라남도 여수시 동문로 11,전라남도 여수시 군자동 472,34.7413383,127.7365704,792,화장실,,,임란유물전시관,관광안내소,관리사무소,2001.4.17,0,102,국보 제 304호 국내 최대 단층목조건물로 조선시대 400여 년간 조선수군의 본거지로 이용되었던 역사의 현장이다. 2020년 12월까지 보수공사중이다.,061-659-5710,여수시청,2020.8.31,4810000,전라남도 여수시
향일암,관광지,전라남도 여수시 돌산읍 향일암로 60,전라남도 여수시 율림리 산 7,34.59379448,127.8029861,0,화장실,,,,관광안내소,"매표소, 종무소",2012.5.6,0,109,우리나라 4대 관음기도도량 중 하나로 전국 최고의 일출명소이다. 644년 원효대사에 의해 창건되었다고 전해진다.,061-644-0309,대한불교조계종,2020.8.31,4810000,전라남도 여수시
여수해상케이블카,관광지,전라남도 여수시 자산4길 39,전라남도 여수시 수정동 332-57,34.7402223,127.7529197,0,화장실,,판타지아트뮤지엄,공연장,매표소,사무소,2014.12.2,355,244,"여수 돌산과 자산공원을 잇는 1.5km구간의 국내 첫 해상케이블카로 바닥이 투명한 크리스탈 캐빈 15대(5인승)와 일반 캐빈 35대(8인승), 총 50대가 운행되고 있다. 아찔한 스릴감과 함께 맛보는 다도해의 전망과 여수밤바다 풍경이 한눈에 들어온다.",061-664-7301,여수해상케이블카 주식회사,2020.8.31,4810000,전라남도 여수시
여수세계박람회장,관광지,전라남도 여수시 박람회길 1,전라남도 여수시 덕충동 2005,34.75218956,127.7465005,598000,화장실,"다락휴, 엠블호텔, 베네치아호텔, 유탑마리나리조트","스카이플라이, 아쿠아플라넷, 테디베어월드뮤지엄, 빅오쇼","엑스포아트갤러리, 엑스포기념관",안내소,사무실,2012.4.30,0,1909,2012년 여수세계박람회를 성공적으로 개최한 장소로 단순 공원이 아닌 관광부터 비즈니스까지 원스톱으로 즐길 수 있는 전천후 복합문화체험공단.,1577-2012,2012여수세계박람회재단,2020.8.31,4810000,전라남도 여수시
모원재,관광지,충청남도 계룡시 두마면 왕대2길6-10,충청남도 계룡시 두마면 왕대리 281-1,36.254886,127.2732753,16366,화장실(1동)+주차장,,,,,,1989.4.20,300,35,사계 김장생 선생의 5대 선친인 김국광의 재실,042-840-2402,충청남도 계룡시,2019.6.24,5580000,충청남도 계룡시
여수해양공원,관광지,전라남도 여수시 하멜로 96,전라남도 여수시 종화동 458-5,34.73676698,127.7484079,0,화장실,,U-Bike,"공연장, 놀이터",관광안내소,관리사무소,2012.1.1,0,214,"해안선을 따라 조성된 1.5km 구간 시민공원으로 아름다운 여수 밤바다를 만끽 할 수 있는 최고의 휴식공간이다. 하멜등대, 해양케이블카, 돌산대교, 거북선대교, 장군도 등이 한눈에 보여 밤바다를 거닐 수 있는 필수 데이트 코스이며, 또한 각종 공연 및 행사가 다채롭게 열려 볼거리가 많다.",061-659-3962,여수시청,2020.8.31,4810000,전라남도 여수시
예술랜드리조트,관광지,"전라남도 여수시 돌산읍 무술목길 142-1,",전라남도 여수시 돌산읍 평사리 산244,34.69510702,127.7769452,65904,"화장실, 푸드코트",리조트,"인피니티풀, 트릭아트뮤지엄, 조각공원",,안내데스크,,2018.7.15,0,0,"전 객실 오션뷰, AR로 체험하는 국내 최대 테마형 3D트릭아트뮤지엄, +60미터 미디어 터널과 150미터 암반터널을 통해 만나는 조각공원, 바다를 바라보는 여수 최대규모 1500평 인피니티 풀로 새로운 종합관광지로 자리잡았다.",1522-2600,(주)여수예술랜드,2020.8.31,4810000,전라남도 여수시
여수이순신대교,관광지,전남 여수시 묘도7길 110,전남 여수시 묘도동 산127-37,34.888766,127.705501,0,화장실,,,전망대,안내데스크,사무실,2013.2.8,0,0,"세계최고의 높이를 자랑하는 주탑높이(270m)는 63빌딩보다 높고 주탑간 거리 1,545m는 충무공 이순신 장군의 탄신해인 1545년을 기념하기 위한 것으로 웅장함과 탁 뜨인 바다 전경이 일품이다.",061-807-2020,국토교통부,2020.8.31,4810000,전라남도 여수시
신정호국민관광지,관광지,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77152141,126.9839152,271169,"관리사무소,화장실,주차장,변전실",,,,,,1971.5.20,2000,670,신정호는 담수면적이 92ha이며 농업용수 공급을 목적으로 1926년에 만들어진 인공호수이다.,041-540-8725,충남 아산시청,2020.9.14,4520000,충청남도 아산시
